airline_key,airline_id,airline_code,airline_name,airline_country,active_status,has_non_codeshare_routes,has_all_listed_routes,route_presence_count,dashboard_comparison_eligible,comparison_threshold_20,comparison_threshold_50,comparison_threshold_100,dashboard_default_eligible
id:3251,3251,LI,Leeward Islands Air Transport,Antigua and Barbuda,Y,True,True,62,True,True,True,False,True
id:3258,3258,LN,Libyan Arab Airlines,Libya,Y,True,True,62,True,True,True,False,True
id:328,328,PX,Air Niugini,Papua New Guinea,Y,True,True,91,True,True,True,False,True
id:3287,3287,LM,Linhas A,Mozambique,Y,True,True,20,False,True,False,False,False
id:329,329,G9,Air Arabia,United Arab Emirates,Y,True,True,128,True,True,True,True,True
id:3290,3290,JT,Lion Mentari Airlines,Indonesia,Y,True,True,168,True,True,True,True,True
id:330,330,AC,Air Canada,Canada,Y,True,True,321,True,True,True,True,True
id:3320,3320,LH,Lufthansa,Germany,Y,True,True,507,True,True,True,True,True
id:3329,3329,LG,Luxair,Luxembourg,Y,True,True,108,True,True,True,True,True
id:333,333,BT,Air Baltic,Latvia,Y,True,True,108,True,True,True,True,True
id:3342,3342,MJ,L,Argentina,Y,True,True,14,False,False,False,False,False
id:3354,3354,OM,MIAT Mongolian Airlines,Mongolia,Y,True,True,12,False,False,False,False,False
id:336,336,EL,Air Nippon,Japan,Y,True,True,6,False,False,False,False,False
id:3370,3370,W5,Mahan Air,Iran,Y,True,True,24,False,True,False,False,False
id:3378,3378,MH,Malaysia Airlines,Malaysia,Y,True,True,188,True,True,True,True,True
id:338,338,TL,Airnorth,Australia,Y,True,True,33,False,True,False,False,False
id:3386,3386,TF,Malmö Aviation,Sweden,Y,True,True,10,False,False,False,False,False
id:3391,3391,RI,Mandala Airlines,Indonesia,Y,True,True,16,False,False,False,False,False
id:3392,3392,AE,Mandarin Airlines,Taiwan,Y,True,True,36,False,True,False,False,False
id:3393,3393,JE,Mango,South Africa,Y,True,True,18,False,False,False,False,False
id:341,341,4N,Air North Charter - Canada,Canada,Y,True,True,13,False,False,False,False,False
id:3432,3432,8M,Maxair,Sweden,Y,True,True,12,False,False,False,False,False
id:3437,3437,MW,Maya Island Air,Belize,Y,True,True,19,False,False,False,False,False
id:345,345,NZ,Air New Zealand,New Zealand,Y,True,True,80,True,True,True,False,True
id:3463,3463,IG,Meridiana,Italy,Y,True,True,100,True,True,True,True,True
id:3490,3490,ME,Middle East Airlines,Lebanon,Y,True,True,62,True,True,True,False,True
id:3498,3498,MY,Midwest Airlines (Egypt),Egypt,Y,True,True,2,False,False,False,False,False
id:35,35,G4,Allegiant Air,United States,Y,True,True,378,True,True,True,True,True
id:3534,3534,8I,Myway Airlines,Italy,Y,True,True,6,False,False,False,False,False
id:3539,3539,YM,Montenegro Airlines,Montenegro,Y,True,True,26,False,True,False,False,False
id:3545,3545,3R,Moskovia Airlines,Russia,Y,True,True,20,False,True,False,False,False
id:3547,3547,M9,Motor Sich,Ukraine,Y,True,True,6,False,False,False,False,False
id:3574,3574,NHG,NHT Lineas Aereas,Brazil,N,True,True,31,False,True,False,False,False
id:3589,3589,UE,Nasair,Eritrea,Y,True,True,16,False,False,False,False,False
id:3613,3613,CE,Nationwide Airlines,South Africa,Y,True,True,10,False,False,False,False,False
id:3618,3618,ON,Nauru Air Corporation,Nauru,Y,True,True,8,False,False,False,False,False
id:3637,3637,RA,Nepal Airlines,Nepal,Y,True,True,8,False,False,False,False,False
id:3652,3652,2N,NextJet,Sweden,Y,True,True,41,False,True,False,False,False
id:3661,3661,HG,Niki,Austria,Y,True,True,111,True,True,True,True,True
id:3674,3674,DD,Nok Air,Thailand,Y,True,True,46,False,True,False,False,False
id:3721,3721,U7,Northern Dene Airways,Canada,Y,True,True,16,False,False,False,False,False
id:3734,3734,J3,Northwestern Air,Canada,Y,True,True,18,False,False,False,False,False
id:3737,3737,DY,Norwegian Air Shuttle,Norway,Y,True,True,552,True,True,True,True,True
id:3740,3740,BJ,Nouvel Air Tunisie,Tunisia,Y,True,True,35,False,True,False,False,False
id:3754,3754,XY,Nas Air,Saudi Arabia,Y,True,True,102,True,True,True,True,True
id:3764,3764,O6,Oceanair,Brazil,Y,True,True,104,True,True,True,True,True
id:3776,3776,OA,Olympic Airlines,Greece,Y,True,True,54,True,True,True,False,True
id:3778,3778,WY,Oman Air,Oman,Y,True,True,92,True,True,True,False,True
id:3781,3781,OY,Omni Air International,United States,Y,True,True,4,False,False,False,False,False
id:3783,3783,N3,Omskavia Airline,Russia,N,True,True,4,False,False,False,False,False
id:3788,3788,8Q,Onur Air,Turkey,Y,True,True,36,False,True,False,False,False
id:3805,3805,R2,Orenburg Airlines,Russia,Y,True,True,9,False,False,False,False,False
id:3811,3811,OX,Orient Thai Airlines,Thailand,Y,True,True,6,False,False,False,False,False
id:3826,3826,OJ,Overland Airways,Nigeria,Y,True,True,8,False,False,False,False,False
id:3834,3834,PV,PAN Air,Spain,Y,True,True,6,False,False,False,False,False
id:3835,3835,9Q,PB Air,Thailand,Y,True,True,4,False,False,False,False,False
id:3850,3850,BL,Jetstar Pacific,Vietnam,Y,True,True,18,False,False,False,False,False
id:3856,3856,8P,Pacific Coastal Airline,Canada,Y,True,True,30,False,True,False,False,False
id:3857,3857,Q8,Pacific East Asia Cargo Airlines,Philippines,Y,True,True,14,False,False,False,False,False
id:386,386,GV,Aero Flight,Germany,Y,True,True,26,False,True,False,False,False
id:3865,3865,LW,Pacific Wings,United States,Y,True,True,4,False,False,False,False,False
id:3871,3871,PK,Pakistan International Airlines,Pakistan,Y,True,True,242,True,True,True,True,True
id:3926,3926,PC,Pegasus Airlines,Turkey,Y,True,True,242,True,True,True,True,True
id:3935,3935,KS,Peninsula Airways,United States,Y,True,True,28,False,True,False,False,False
id:3952,3952,PR,Philippine Airlines,Philippines,Y,True,True,136,True,True,True,True,True
id:3969,3969,PI,Piedmont Airlines (1948-1989),United States,Y,True,True,8,False,False,False,False,False
id:397,397,JW,Arrow Air,United States,Y,True,True,8,False,False,False,False,False
id:3976,3976,9E,Pinnacle Airlines,United States,Y,True,True,46,False,True,False,False,False
id:4021,4021,PD,Porter Airlines,Canada,Y,True,True,34,False,True,False,False,False
id:4026,4026,BK,Potomac Air,United States,Y,True,True,106,True,True,True,True,True
id:4031,4031,PW,Precision Air,Tanzania,Y,True,True,31,False,True,False,False,False
id:4044,4044,FE,Primaris Airlines,United States,N,True,True,18,False,False,False,False,False
id:4066,4066,P0,Proflight Commuter Services,Zambia,Y,True,True,16,False,False,False,False,False
id:4089,4089,QF,Qantas,Australia,Y,True,True,175,True,True,True,True,True
id:4091,4091,QR,Qatar Airways,Qatar,Y,True,True,251,True,True,True,True,True
id:410,410,2B,Aerocondor,Portugal,Y,True,True,40,False,True,False,False,False
id:412,412,AR,Aerolineas Argentinas,Argentina,Y,True,True,104,True,True,True,True,True
id:4165,4165,V4,Reem Air,Kyrgyzstan,N,True,True,2,False,False,False,False,False
id:4178,4178,ZL,Regional Express,Australia,Y,True,True,88,True,True,True,False,True
id:42,42,M3,ABSA - Aerolinhas Brasileiras,Brazil,Y,True,True,6,False,False,False,False,False
id:4234,4234,GZ,Air Rarotonga,Cook Islands,Y,True,True,11,False,False,False,False,False
id:4248,4248,AT,Royal Air Maroc,Morocco,Y,True,True,234,True,True,True,True,True
id:4255,4255,BI,Royal Brunei Airlines,Brunei,Y,True,True,30,False,True,False,False,False
id:4259,4259,RJ,Royal Jordanian,Jordan,Y,True,True,112,True,True,True,True,True
id:426,426,QN,Air Armenia,Armenia,N,True,True,16,False,False,False,False,False
id:4292,4292,WB,Rwandair Express,Rwanda,Y,True,True,39,False,True,False,False,False
id:4296,4296,FR,Ryanair,Ireland,Y,True,True,2484,True,True,True,True,True
id:43,43,ABJ,Abaet,Brazil,N,True,True,3,False,False,False,False,False
id:4304,4304,S4,SATA International,Portugal,Y,True,True,35,False,True,False,False,False
id:4305,4305,SA,South African Airways,South Africa,Y,True,True,91,True,True,True,False,True
id:4311,4311,NL,Shaheen Air International,Pakistan,Y,True,True,64,True,True,True,False,True
id:4319,4319,SK,Scandinavian Airlines System,Sweden,Y,True,True,405,True,True,True,True,True
id:4329,4329,S7,S7 Airlines,Russia,Y,True,True,242,True,True,True,True,True
id:4335,4335,BB,Seaborne Airlines,United States,Y,True,True,32,False,True,False,False,False
id:4349,4349,UL,SriLankan Airlines,Sri Lanka,Y,True,True,79,True,True,True,False,True
id:4356,4356,SY,Sun Country Airlines,United States,Y,True,True,38,False,True,False,False,False
id:4375,4375,SG,Spicejet,India,Y,True,True,162,True,True,True,True,True
id:4388,4388,7G,Star Flyer,Japan,Y,True,True,6,False,False,False,False,False
id:439,439,AS,Alaska Airlines,ALASKA,Y,True,True,238,True,True,True,True,True
id:442,442,4D,Air Sinai,Egypt,Y,True,True,2,False,False,False,False,False
id:4429,4429,SP,SATA Air Acores,Portugal,Y,True,True,28,False,True,False,False,False
id:4435,4435,SQ,Singapore Airlines,Singapore,Y,True,True,132,True,True,True,True,True
id:4436,4436,5M,Sibaviatrans,Russia,Y,True,True,2,False,False,False,False,False
id:4438,4438,SI,Skynet Airlines,Ireland,Y,True,True,20,False,True,False,False,False
id:4454,4454,SJ,Sriwijaya Air,Indonesia,Y,True,True,106,True,True,True,True,True
id:4475,4475,DG,South East Asian Airlines,Philippines,Y,True,True,22,False,True,False,False,False
id:4496,4496,5G,Skyservice Airlines,Canada,Y,True,True,2,False,False,False,False,False
id:4513,4513,FS,Servicios de Transportes A,Argentina,Y,True,True,17,False,False,False,False,False
id:4521,4521,SD,Sudan Airways,Sudan,Y,True,True,34,False,True,False,False,False
id:4533,4533,SV,Saudi Arabian Airlines,Saudi Arabia,Y,True,True,366,True,True,True,True,True
id:4547,4547,WN,Southwest Airlines,United States,Y,True,True,1098,True,True,True,True,True
id:4550,4550,A4,Southern Winds Airlines,Argentina,Y,True,True,20,False,True,False,False,False
id:4559,4559,LX,Swiss International Air Lines,Switzerland,Y,True,True,178,True,True,True,True,True
id:4573,4573,XQ,SunExpress,Turkey,Y,True,True,99,True,True,True,False,True
id:4599,4599,SC,Shandong Airlines,China,Y,True,True,310,True,True,True,True,True
id:4608,4608,3U,Sichuan Airlines,China,Y,True,True,388,True,True,True,True,True
id:4609,4609,FM,Shanghai Airlines,China,Y,True,True,179,True,True,True,True,True
id:4611,4611,ZH,Shenzhen Airlines,China,Y,True,True,397,True,True,True,True,True
id:462,462,OB,Astrakhan Airlines,Russia,Y,True,True,28,False,True,False,False,False
id:4687,4687,NK,Spirit Airlines,United States,Y,True,True,242,True,True,True,True,True
id:4691,4691,9R,SATENA,Colombia,Y,True,True,68,True,True,True,False,True
id:470,470,2J,Air Burkina,Burkina Faso,Y,True,True,22,False,True,False,False,False
id:4735,4735,S3,Santa Barbara Airlines,Venezuela,Y,True,True,6,False,False,False,False,False
id:4737,4737,H2,Sky Airline,Chile,Y,True,True,49,False,True,False,False,False
id:4740,4740,BC,Skymark Airlines,Japan,Y,True,True,58,True,True,True,False,True
id:4750,4750,MI,SilkAir,Singapore,Y,True,True,91,True,True,True,False,True
id:4752,4752,PY,Surinam Airways,Suriname,Y,True,True,20,False,True,False,False,False
id:476,476,FO,Airlines Of Tasmania,Australia,Y,True,True,34,False,True,False,False,False
id:477,477,PJ,Air Saint Pierre,France,Y,True,True,6,False,False,False,False,False
id:4797,4797,IE,Solomon Airlines,Solomon Islands,Y,True,True,54,True,True,True,False,True
id:4805,4805,6W,Saratov Aviation Division,Russia,Y,True,True,10,False,False,False,False,False
id:4808,4808,HZ,Sat Airlines,Kazakhstan,Y,True,True,11,False,False,False,False,False
id:4822,4822,S5,Shuttle America,United States,Y,True,True,14,False,False,False,False,False
id:4840,4840,DV,Scat Air,Kazakhstan,Y,True,True,78,True,True,True,False,True
id:4863,4863,EQ,TAME,Ecuador,Y,True,True,46,False,True,False,False,False
id:4867,4867,JJ,TAM Brazilian Airlines,Brazil,Y,True,True,305,True,True,True,True,True
id:4869,4869,TP,TAP Portugal,Portugal,Y,True,True,156,True,True,True,True,True
id:4870,4870,TU,Tunisair,Tunisia,Y,True,True,149,True,True,True,True,True
id:4897,4897,TCX,Thomas Cook Airlines,United Kingdom,Y,True,True,125,True,True,True,True,True
id:491,491,OS,Austrian Airlines,Austria,Y,True,True,6,False,False,False,False,False
id:4936,4936,TR,Tiger Airways,Singapore,Y,True,True,74,True,True,True,False,True
id:4937,4937,TT,Tiger Airways Australia,Australia,Y,True,True,42,False,True,False,False,False
id:4940,4940,TG,Thai Airways International,Thailand,Y,True,True,162,True,True,True,True,True
id:4947,4947,FD,Thai AirAsia,Thailand,Y,True,True,92,True,True,True,False,True
id:4951,4951,TK,Turkish Airlines,Turkey,Y,True,True,534,True,True,True,True,True
id:4965,4965,T7,Twin Jet,France,Y,True,True,22,False,True,False,False,False
id:5002,5002,3P,Tiara Air,Aruba,Y,True,True,6,False,False,False,False,False
id:5013,5013,TOM,Thomsonfly,United Kingdom,Y,True,True,139,True,True,True,True,True
id:5016,5016,PM,Tropic Air,Belize,Y,True,True,14,False,False,False,False,False
id:502,502,MO,Abu Dhabi Amiri Flight,United Arab Emirates,Y,True,True,47,False,True,False,False,False
id:503,503,5N,Aeroflot-Nord,Russia,Y,True,True,14,False,False,False,False,False
id:5038,5038,GE,TransAsia Airways,Taiwan,Y,True,True,90,True,True,True,False,True
id:5039,5039,HV,Transavia Holland,Netherlands,Y,True,True,233,True,True,True,True,True
id:5041,5041,VR,TACV,Portugal,Y,True,True,38,False,True,False,False,False
id:5067,5067,UN,Transaero Airlines,Russia,Y,True,True,282,True,True,True,True,True
id:508,508,GR,Aurigny Air Services,United Kingdom,Y,True,True,20,False,True,False,False,False
id:5083,5083,T5,Turkmenistan Airlines,Turkmenistan,Y,True,True,16,False,False,False,False,False
id:5085,5085,UG,Tuninter,Tunisia,Y,True,True,24,False,True,False,False,False
id:5097,5097,QS,Travel Service,Czech Republic,Y,True,True,67,True,True,True,False,True
id:5133,5133,DT,TAAG Angola Airlines,Angola,Y,True,True,71,True,True,True,False,True
id:515,515,AV,Avianca - Aerovias Nacionales de Colombia,AVIANCA,Y,True,True,243,True,True,True,True,True
id:5156,5156,PZ,TAM Mercosur,Paraguay,Y,True,True,18,False,False,False,False,False
id:5179,5179,RO,Tarom,Romania,Y,True,True,86,True,True,True,False,True
id:5188,5188,8R,TRIP Linhas A,Brazil,Y,True,True,35,False,True,False,False,False
id:5209,5209,UA,United Airlines,United States,Y,True,True,905,True,True,True,True,True
id:5234,5234,U6,Ural Airlines,Russia,Y,True,True,232,True,True,True,True,True
id:524,524,NF,Air Vanuatu,Vanuatu,Y,True,True,90,True,True,True,False,True
id:5265,5265,US,US Airways,United States,Y,True,True,1446,True,True,True,True,True
id:5281,5281,HY,Uzbekistan Airways,Uzbekistan,Y,True,True,150,True,True,True,True,True
id:5282,5282,PS,Ukraine International Airlines,Ukraine,Y,True,True,119,True,True,True,True,True
id:5297,5297,VF,Valuair,Singapore,Y,True,True,6,False,False,False,False,False
id:5309,5309,VN,Vietnam Airlines,Vietnam,Y,True,True,192,True,True,True,True,True
id:5325,5325,Y4,Volaris,Mexico,Y,True,True,197,True,True,True,True,True
id:5331,5331,VX,Virgin America,United States,Y,True,True,66,True,True,True,False,True
id:5333,5333,TV,Virgin Express,Belgium,Y,True,True,42,False,True,False,False,False
id:5347,5347,VS,Virgin Atlantic Airways,United Kingdom,Y,True,True,71,True,True,True,False,True
id:5354,5354,LC,Varig Log,Brazil,Y,True,True,14,False,False,False,False,False
id:5360,5360,VA,Virgin Australia,Australia,Y,True,True,73,True,True,True,False,True
id:5368,5368,RG,VRG Linhas Aereas,Brazil,Y,True,True,8,False,False,False,False,False
id:5399,5399,WJ,WebJet Linhas A,Brazil,Y,True,True,26,False,True,False,False,False
id:5416,5416,WS,WestJet,Canada,Y,True,True,305,True,True,True,True,True
id:543,543,B9,Air Bangladesh,Bangladesh,Y,True,True,44,False,True,False,False,False
id:5439,5439,WF,Widerøe,Norway,Y,True,True,205,True,True,True,True,True
id:5461,5461,W6,Wizz Air,Hungary,Y,True,True,453,True,True,True,True,True
id:5479,5479,SE,XL Airways France,France,Y,True,True,32,False,True,False,False,False
id:5484,5484,MF,Xiamen Airlines,China,Y,True,True,386,True,True,True,True,True
id:5496,5496,IY,Yemenia,Yemen,Y,True,True,91,True,True,True,False,True
id:55,55,8V,Astral Aviation,Kenya,Y,True,True,28,False,True,False,False,False
id:5521,5521,3J,Zip,Canada,N,True,True,5,False,False,False,False,False
id:5523,5523,Z4,Zoom Airlines,Canada,Y,True,True,10,False,False,False,False,False
id:563,563,7E,Aeroline GmbH,Germany,Y,True,True,2,False,False,False,False,False
id:5651,5651,VJ,Royal Air Cambodge,Cambodia,Y,True,True,34,False,True,False,False,False
id:567,567,TX,Air Caraïbes,France,Y,True,True,23,False,True,False,False,False
id:569,569,IX,Air India Express,India,Y,True,True,76,True,True,True,False,True
id:576,576,AK,AirAsia,Malaysia,Y,True,True,180,True,True,True,True,True
id:5813,5813,6T,Air Mandalay,Burma,Y,True,True,22,False,True,False,False,False
id:595,595,3G,Atlant-Soyuz Airlines,Russia,Y,True,True,30,False,True,False,False,False
id:596,596,AZ,Alitalia,Italy,Y,True,True,327,True,True,True,True,True
id:5982,5982,BX,Air Busan,Republic of Korea,Y,True,True,28,False,True,False,False,False
id:603,603,Z8,Amaszonas,Bolivia,Y,True,True,36,False,True,False,False,False
id:608,608,UM,Air Zimbabwe,Zimbabwe,Y,True,True,12,False,False,False,False,False
id:622,622,R7,Aserca Airlines,Venezuela,Y,True,True,26,False,True,False,False,False
id:641,641,FV,Rossiya-Russian Airlines,Russia,Y,True,True,5,False,False,False,False,False
id:6557,6557,JD,Japan Air System,Japan,Y,True,True,214,True,True,True,True,True
id:68,68,8T,Air Tindi,Canadian Territories,Y,True,True,10,False,False,False,False,False
id:683,683,BP,Air Botswana,Botswana,Y,True,True,24,False,True,False,False,False
id:690,690,GS,Air Foyle,United Kingdom,Y,True,True,358,True,True,True,True,True
id:692,692,VT,Air Tahiti,French Polynesia,Y,True,True,93,True,True,True,False,True
id:751,751,CA,Air China,China,Y,True,True,778,True,True,True,True,True
id:753,753,Q6,Aero Condor Peru,Peru,Y,True,True,58,True,True,True,False,True
id:794,794,AH,Air Algerie,Algeria,Y,True,True,226,True,True,True,True,True
id:807,807,EN,Air Dolomiti,Italy,Y,True,True,12,False,False,False,False,False
id:83,83,JP,Adria Airways,Slovenia,Y,True,True,40,False,True,False,False,False
id:8359,8359,2I,Star Peru (2I),Peru,Y,True,True,18,False,False,False,False,False
id:837,837,EI,Aer Lingus,Ireland,Y,True,True,172,True,True,True,True,True
id:8463,8463,4H,United Airways,Bangladesh,Y,True,True,32,False,True,False,False,False
id:8576,8576,5H,Fly540,Kenya,Y,True,True,18,False,False,False,False,False
id:8745,8745,TO,Transavia France,France,Y,True,True,488,True,True,True,True,True
id:879,879,FJ,Air Pacific,Fiji,Y,True,True,38,False,True,False,False,False
id:8809,8809,WP,Island Air (WP),United States,Y,True,True,6,False,False,False,False,False
id:881,881,RC,Atlantic Airways,Faroe Islands,Y,True,True,9,False,False,False,False,False
id:882,882,QH,Air Florida,United States,Y,True,True,34,False,True,False,False,False
id:896,896,NY,Air Iceland,Iceland,Y,True,True,8,False,False,False,False,False
id:897,897,2P,Air Philippines,Philippines,Y,True,True,32,False,True,False,False,False
id:90,90,UX,Air Europa,Spain,Y,True,True,141,True,True,True,True,True
id:9082,9082,B7,Uni Air,Taiwan,Y,True,True,34,False,True,False,False,False
id:921,921,GL,Air Greenland,Denmark,Y,True,True,56,True,True,True,False,True
id:9531,9531,7J,Tajik Air,Tajikistan,Y,True,True,34,False,True,False,False,False
id:9541,9541,TM,Air Mozambique,Mozambique,Y,True,True,54,True,True,True,False,True
id:96,96,A3,Aegean Airlines,Greece,Y,True,True,213,True,True,True,True,True
id:9620,9620,GY,Gabon Airlines,Gabon,Y,True,True,2,False,False,False,False,False
id:9666,9666,VH,Virgin Pacific,Fiji,Y,True,True,12,False,False,False,False,False
id:970,970,W9,Air Bagan,Myanmar,Y,True,True,29,False,True,False,False,False
id:9764,9764,Z2,Zest Air,Philippines,Y,True,True,32,False,True,False,False,False
id:9784,9784,HK,Yangon Airways,Burma,Y,True,True,6,False,False,False,False,False
id:9809,9809,ZE,Eastar Jet,South Korea,Y,True,True,22,False,True,False,False,False
id:9810,9810,LJ,Jin Air,South Korea,Y,True,True,26,False,True,False,False,False
id:9818,9818,3O,Air Arabia Maroc,Morocco,Y,True,True,44,False,True,False,False,False
id:9828,9828,YC,Ciel Canadien,Canada,Y,True,True,62,True,True,True,False,True
id:9829,9829,CN,Canadian National Airways,Canada,Y,True,True,10,False,False,False,False,False
id:995,995,KK,Atlasjet,Turkey,Y,True,True,32,False,True,False,False,False
id:998,998,JS,Air Koryo,Democratic People's Republic of Korea,Y,True,True,8,False,False,False,False,False
